version,url,date,notes
2.5.0,https://github.com/bartods/EON/releases/download/v2.5.0/firmware.bin,2026-03-18,OTA update; billing per-minutowy FIFO; ESP-NOW v2.4 CRC16; aktywne bledy czujnikow; status zabiegu
