versionapp,downloadUrl,date,notes
1.1.6,https://github.com/bartods/EON/app/EON.Setup.1.1.6.exe,2026-03-18,OTA update maszyny i terminala z panelu; sekcja aktualizacji w Konfiguracji; aktywne bledy czujnikow; status zabiegu w trybie
